open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1725148800000,58941.90,58945.10,58925.20,58945.10,74.989,1725148979999,4419587.27030,1780,31.690,1867692.53840,0
1725148980000,58945.00,58957.00,58926.70,58953.00,46.132,1725149159999,2719309.52810,1430,23.934,1410832.89230,0
1725149160000,58953.00,59011.60,58953.00,59007.30,150.966,1725149339999,8904668.96590,2633,139.053,8201847.34320,0
1725149340000,59007.40,59033.00,59002.30,59030.40,145.002,1725149519999,8557053.27160,1831,87.583,5168585.03070,0
1725149520000,59030.40,59030.50,58990.10,59008.90,109.239,1725149699999,6446435.77500,1825,28.109,1658736.45640,0
1725149700000,59009.00,59052.70,59004.00,59010.00,241.670,1725149879999,14264754.28440,2720,170.542,10066543.75620,0
1725149880000,59010.00,59017.60,58985.00,58985.60,92.562,1725150059999,5461198.87620,1472,40.317,2378722.44580,0
1725150060000,58985.50,58985.50,58975.10,58980.90,83.770,1725150239999,4940667.52080,1721,54.179,3195417.42540,0
1725150240000,58980.90,58981.00,58872.00,58900.70,243.706,1725150419999,14357511.02400,4042,87.333,5144248.50510,0
1725150420000,58900.70,58941.20,58896.80,58927.80,73.320,1725150599999,4320074.38640,2088,43.958,2590038.24120,0
1725150600000,58927.80,58927.90,58889.50,58924.80,98.511,1725150779999,5802821.38920,2460,53.452,3148611.34610,0
1725150780000,58924.80,58948.90,58901.10,58947.00,106.582,1725150959999,6280906.52880,2109,83.967,4948523.70460,0
1725150960000,58947.50,58974.30,58947.40,58959.40,57.151,1725151139999,3369510.99590,1485,46.780,2758057.93930,0
1725151140000,58959.30,58976.50,58959.30,58972.50,48.363,1725151319999,2851644.77480,1140,39.435,2325215.56330,0
1725151320000,58972.50,58995.30,58877.30,58886.00,99.992,1725151499999,5893982.26770,2390,37.490,2210002.67010,0
1725151500000,58885.90,58920.00,58885.90,58912.70,50.479,1725151679999,2973417.90980,1818,29.490,1737002.34000,0
1725151680000,58912.70,58925.60,58903.80,58920.00,28.849,1725151859999,1699728.32590,1225,15.980,941523.31510,0
1725151860000,58920.00,58940.60,58914.00,58919.70,31.297,1725152039999,1844183.67730,1159,18.381,1083133.87860,0
1725152040000,58919.70,58952.80,58912.50,58940.10,41.972,1725152219999,2473745.33630,1298,32.367,1907659.15220,0
1725152220000,58940.10,58940.10,58905.30,58905.40,72.280,1725152399999,4258860.56070,1506,10.922,643592.76310,0
1725152400000,58905.30,58915.90,58881.60,58910.00,64.410,1725152579999,3793715.88970,1668,29.454,1734818.15210,0
1725152580000,58909.90,58915.10,58899.70,58911.60,53.617,1725152759999,3158380.86010,1514,27.574,1624241.40340,0
1725152760000,58911.50,58911.60,58874.80,58880.10,83.728,1725152939999,4930688.00500,1595,39.294,2313998.78120,0
1725152940000,58880.00,58903.70,58856.80,58856.80,143.243,1725153119999,8434102.83670,2054,26.628,1567843.84940,0
1725153120000,58856.80,58878.20,58856.80,58857.80,71.358,1725153299999,4200508.54000,1170,30.398,1789373.94340,0
1725153300000,58857.80,58897.50,58811.20,58837.60,214.729,1725153479999,12637279.10140,3725,84.566,4977662.44640,0
1725153480000,58837.70,58907.50,58837.70,58907.50,129.158,1725153659999,7605266.10250,1979,103.497,6094227.81150,0
1725153660000,58907.40,58934.90,58897.10,58915.20,104.130,1725153839999,6135160.55060,1705,83.847,4940105.75240,0
1725153840000,58915.10,58923.90,58891.90,58912.00,45.195,1725154019999,2662291.73290,1415,18.654,1098852.56910,0
1725154020000,58912.10,58919.60,58879.10,58893.60,50.451,1725154199999,2971572.54100,1309,25.534,1504070.28280,0
1725154200000,58893.50,58900.00,58866.60,58892.20,71.664,1725154379999,4219855.47680,1941,42.464,2500499.95140,0
1725154380000,58892.10,58920.10,58863.90,58867.20,80.921,1725154559999,4765024.09570,1656,29.894,1760452.89320,0
1725154560000,58867.30,58882.50,58860.70,58867.10,84.664,1725154739999,4984003.94580,1627,43.985,2589333.29620,0
1725154740000,58867.00,58867.10,58814.00,58844.00,153.625,1725154919999,9038729.03310,3338,78.039,4591440.35240,0
1725154920000,58844.00,58858.60,58825.60,58858.50,66.229,1725155099999,3896930.03990,2169,35.547,2091634.11570,0
1725155100000,58858.50,58862.80,58830.00,58849.90,65.837,1725155279999,3874041.26650,1831,25.723,1513606.53900,0
1725155280000,58850.00,58873.00,58847.40,58858.70,62.078,1725155459999,3653976.37710,1473,33.332,1961941.43160,0
1725155460000,58858.80,58858.80,58821.00,58822.40,100.294,1725155639999,5901010.95510,2179,35.461,2086518.51870,0
1725155640000,58822.40,58847.30,58818.60,58818.70,83.266,1725155819999,4898470.90060,1660,43.779,2575597.73740,0
1725155820000,58818.70,58818.80,58800.00,58804.10,250.104,1725155999999,14708132.01630,3156,94.681,5567863.36190,0
1725156000000,58804.10,58816.70,58782.60,58782.60,195.150,1725156179999,11474893.12140,3298,98.725,5805353.82430,0
1725156180000,58782.60,58830.80,58766.00,58796.00,421.049,1725156359999,24757953.55350,5207,287.852,16926789.60490,0
1725156360000,58796.00,58796.00,58500.00,58546.30,2645.777,1725156539999,155055965.56990,27353,991.676,58097095.85170,0
1725156540000,58546.20,58623.80,58524.70,58621.90,529.065,1725156719999,30995012.48410,9228,303.421,17777059.09030,0
1725156720000,58622.00,58670.80,58585.00,58585.10,390.760,1725156899999,22911013.53480,6642,191.649,11237907.57520,0
1725156900000,58585.00,58655.00,58580.00,58644.40,288.725,1725157079999,16925609.82760,5488,185.430,10869690.05210,0
1725157080000,58644.30,58660.00,58525.70,58534.10,380.520,1725157259999,22298525.87260,6510,133.377,7817322.83470,0
1725157260000,58534.10,58543.80,58450.00,58522.50,929.886,1725157439999,54396652.76930,12368,397.995,23286722.82210,0
1725157440000,58522.50,58545.20,58300.00,58370.10,1581.818,1725157619999,92354501.78440,20789,556.432,32491895.53940,0
1725157620000,58370.00,58413.90,58250.00,58290.40,1001.593,1725157799999,58425065.78700,13340,440.157,25681062.46760,0
1725157800000,58290.30,58359.90,58250.00,58309.80,1000.646,1725157979999,58324250.05420,13404,571.667,33322303.70270,0
1725157980000,58309.90,58465.70,58309.80,58460.00,878.459,1725158159999,51300201.24940,11283,604.242,35285662.22180,0
1725158160000,58460.10,58500.00,58408.80,58469.30,393.134,1725158339999,22979403.18230,6212,230.836,13494311.64030,0
1725158340000,58469.20,58509.10,58441.90,58493.80,306.646,1725158519999,17933179.48590,4492,175.109,10240798.05410,0
1725158520000,58493.80,58529.60,58426.60,58448.00,266.677,1725158699999,15597552.71880,4882,126.142,7379252.44090,0
1725158700000,58448.00,58469.00,58393.00,58393.10,251.552,1725158879999,14699139.55800,4352,93.579,5468997.54160,0
1725158880000,58393.00,58448.50,58390.30,58431.30,333.460,1725159059999,19477810.54890,4849,196.950,11504129.28250,0
1725159060000,58431.40,58453.90,58423.60,58447.30,150.920,1725159239999,8820369.20530,2786,97.832,5717643.19330,0
1725159240000,58447.40,58512.30,58447.30,58505.90,255.519,1725159419999,14945704.28080,3733,178.823,10459585.24960,0
1725159420000,58505.90,58513.10,58486.60,58513.10,168.768,1725159599999,9873167.46490,2816,103.893,6077980.83850,0
1725159600000,58513.10,58513.10,58458.00,58499.60,122.746,1725159779999,7178856.46710,3296,59.692,3490994.56450,0
1725159780000,58499.60,58499.60,58469.20,58497.00,148.339,1725159959999,8675968.73500,2565,59.975,3507800.09080,0
1725159960000,58496.90,58516.00,58352.70,58385.90,761.425,1725160139999,44487526.41900,8191,163.931,9579090.07030,0
1725160140000,58385.90,58453.50,58385.90,58450.00,286.711,1725160319999,16748242.29460,3945,154.137,9003820.23010,0
1725160320000,58450.00,58626.00,58449.90,58593.90,883.750,1725160499999,51759369.38170,9083,674.354,39494835.39690,0
1725160500000,58594.00,58652.90,58586.50,58600.10,574.607,1725160679999,33689993.95870,6275,338.955,19873019.82090,0
1725160680000,58600.00,58610.00,58521.50,58521.50,245.998,1725160859999,14408175.77470,3936,71.924,4213245.73820,0
1725160860000,58521.60,58600.00,58521.50,58598.10,226.006,1725161039999,13236347.31020,3053,154.931,9073399.64240,0
1725161040000,58598.00,58626.70,58585.70,58626.60,156.862,1725161219999,9192568.59600,2313,106.893,6264370.51600,0
1725161220000,58626.60,58626.60,58603.60,58616.00,93.736,1725161399999,5494528.11810,2026,42.733,2504942.24890,0
1725161400000,58616.00,58643.90,58605.70,58605.70,91.600,1725161579999,5370250.69290,2104,41.086,2408812.19910,0
1725161580000,58605.70,58620.50,58588.40,58620.50,83.485,1725161759999,4892170.87940,2099,29.580,1733402.57330,0
1725161760000,58620.50,58625.70,58565.50,58571.60,141.658,1725161939999,8299224.10600,2354,26.519,1553518.87250,0
1725161940000,58571.60,58588.50,58544.90,58556.00,86.559,1725162119999,5069443.44510,1894,27.112,1588043.16850,0
1725162120000,58555.90,58587.90,58548.30,58551.40,68.895,1725162299999,4035233.07110,1644,31.335,1835359.83180,0
1725162300000,58551.30,58587.90,58551.30,58563.50,89.942,1725162479999,5267498.74190,1803,52.800,3092253.87520,0
1725162480000,58563.40,58569.40,58482.70,58499.10,396.064,1725162659999,23173292.87820,4179,54.444,3185472.22570,0
1725162660000,58499.10,58505.10,58472.00,58478.10,138.400,1725162839999,8094768.47370,2149,52.985,3099071.34440,0
1725162840000,58478.10,58488.50,58462.10,58488.20,140.057,1725163019999,8189700.48350,2184,72.326,4229114.56150,0
1725163020000,58488.30,58515.10,58488.20,58501.60,105.540,1725163199999,6174359.14020,2017,65.690,3842951.76970,0
1725163200000,58501.60,58505.20,58476.20,58500.20,98.223,1725163379999,5745513.03340,2103,47.332,2768581.38010,0
1725163380000,58500.20,58500.20,58339.00,58402.80,836.997,1725163559999,48891488.69640,8635,193.248,11286259.28320,0
1725163560000,58402.80,58528.80,58402.80,58498.10,354.392,1725163739999,20725248.28960,4936,286.835,16773244.56480,0
1725163740000,58498.00,58498.10,58424.00,58474.90,125.229,1725163919999,7321312.11420,2824,60.184,3518475.74270,0
1725163920000,58474.80,58506.30,58469.90,58486.90,74.648,1725164099999,4366167.87720,1761,50.919,2978295.68810,0
1725164100000,58486.90,58487.00,58385.00,58446.80,161.156,1725164279999,9416233.78400,3123,75.887,4433940.38030,0
1725164280000,58446.90,58446.90,58408.00,58423.80,148.092,1725164459999,8651366.38640,2637,77.347,4518430.66280,0
1725164460000,58423.70,58470.80,58423.40,58470.80,81.881,1725164639999,4785563.11780,1935,60.012,3507515.61630,0
1725164640000,58471.00,58506.10,58471.00,58506.10,87.151,1725164819999,5097369.52260,2232,60.964,3565734.34570,0
1725164820000,58506.00,58525.70,58501.40,58520.10,129.497,1725164999999,7577961.23160,2118,97.197,5687768.50910,0
1725165000000,58520.10,58549.00,58520.10,58545.30,138.393,1725165179999,8100887.30430,2160,113.297,6631979.55520,0
1725165180000,58545.40,58575.70,58545.30,58554.00,295.364,1725165359999,17297860.93980,3115,232.241,13600982.32810,0
1725165360000,58554.00,58575.00,58543.50,58543.50,122.328,1725165539999,7162628.26870,2126,61.893,3624008.39100,0
1725165540000,58543.60,58550.00,58512.00,58512.00,97.266,1725165719999,5693536.85120,1824,42.789,2504847.10500,0
