open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733011200000,237.7300,237.9600,237.2800,237.9300,41698,1733011379999,9901656.9950,5537,17673,4197282.9320,0
1733011380000,237.9400,238.3000,237.8700,238.0100,21014,1733011559999,5003830.7420,2940,12091,2879037.8020,0
1733011560000,238.0100,238.4300,238.0100,238.3900,12603,1733011739999,3002574.3200,1973,7922,1887271.8700,0
1733011740000,238.3900,238.8100,238.3600,238.4600,27564,1733011919999,6577721.5820,3422,14586,3480687.0020,0
1733011920000,238.4600,238.8200,238.4200,238.6900,10450,1733012099999,2493678.4780,2210,4172,995613.5480,0
1733012100000,238.6900,238.9400,238.4500,238.7200,24691,1733012279999,5894218.4500,3063,11118,2654278.8000,0
1733012280000,238.7200,239.1900,238.5900,239.0700,20549,1733012459999,4910371.7610,2472,14812,3539608.2610,0
1733012460000,239.0700,239.0700,238.6400,238.7900,10900,1733012639999,2603614.5200,1956,4516,1078615.2200,0
1733012640000,238.7800,239.1500,238.7100,238.7400,14863,1733012819999,3551883.7600,2457,6570,1570147.8200,0
1733012820000,238.7300,239.2600,238.5600,239.2600,10573,1733012999999,2526018.7730,1849,6280,1500377.6310,0
1733013000000,239.2600,239.4300,239.1100,239.3700,15827,1733013179999,3787532.9490,2647,9415,2253088.2390,0
1733013180000,239.3600,239.9300,239.3600,239.8600,19373,1733013359999,4643093.2670,2829,13290,3184934.9270,0
1733013360000,239.8600,240.0600,239.4900,239.5900,25420,1733013539999,6096221.5460,3593,11252,2698833.0460,0
1733013540000,239.5800,239.9000,238.6300,238.6900,24439,1733013719999,5848492.5280,3919,7956,1904194.0900,0
1733013720000,238.6900,238.7000,237.6800,238.2900,43120,1733013899999,10273080.9680,5399,18102,4312963.5020,0
1733013900000,238.2800,239.1800,238.2800,238.5600,33616,1733014079999,8028746.7750,4937,20502,4896451.8630,0
1733014080000,238.5500,239.4400,238.1000,238.9800,34633,1733014259999,8269165.9450,5564,18785,4485238.1620,0
1733014260000,238.9900,239.2400,238.2700,239.1300,22330,1733014439999,5331137.3230,3769,11738,2802539.0710,0
1733014440000,239.1500,239.1800,238.4500,238.7900,41454,1733014619999,9897395.9720,5180,11310,2700689.7900,0
1733014620000,238.7900,238.8000,237.5300,237.6800,64373,1733014799999,15319647.2900,8114,20480,4873863.6400,0
1733014800000,237.6800,238.6500,237.5700,238.3500,37745,1733014979999,8989448.2460,5948,20450,4870588.2740,0
1733014980000,238.3500,238.5800,237.5500,237.6800,26230,1733015159999,6242507.1720,4479,14465,3442771.4500,0
1733015160000,237.6900,237.9900,237.1900,237.9000,48075,1733015339999,11415997.4030,6608,16081,3819438.9020,0
1733015340000,237.9100,238.0300,237.3300,237.6500,24614,1733015519999,5849011.2240,4874,11591,2754510.2320,0
1733015520000,237.6400,237.9500,237.1500,237.5400,33690,1733015699999,7997161.1330,4759,17714,4205385.9120,0
1733015700000,237.5400,237.5900,236.6000,236.7800,57986,1733015879999,13740456.7760,7392,20471,4852735.1000,0
1733015880000,236.7700,237.3300,236.7000,237.1800,24486,1733016059999,5802692.3600,3908,15630,3704013.0400,0
1733016060000,237.1900,238.2480,237.1600,238.2400,27105,1733016239999,6445586.8850,3897,20536,4883923.8250,0
1733016240000,238.2480,238.3900,237.8600,238.1600,24461,1733016419999,5826825.9080,3121,11217,2672186.4860,0
1733016420000,238.1700,238.4700,238.0900,238.4100,12376,1733016599999,2949080.6020,1936,6582,1568463.4320,0
1733016600000,238.4100,238.6200,238.0400,238.6200,29110,1733016779999,6938599.5220,3419,17192,4097623.7120,0
1733016780000,238.6200,238.9800,238.6200,238.9800,19800,1733016959999,4728607.6960,2477,10643,2541918.7960,0
1733016960000,238.9700,239.5600,238.8200,239.0100,71288,1733017139999,17058295.0510,5065,34571,8270838.1300,0
1733017140000,239.0200,239.4100,238.9600,239.4000,23279,1733017319999,5568072.5190,3317,10133,2423945.4380,0
1733017320000,239.4100,239.6700,239.3100,239.4000,18478,1733017499999,4425736.9400,2300,7106,1702100.6600,0
