open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1719792000000,146.5820,146.7450,146.3950,146.3950,20144,1719792179999,2952953.9990,2608,7793,1142742.5580,0
1719792180000,146.3960,146.6740,146.2580,146.6360,21713,1719792359999,3178308.8550,2873,8235,1205562.7820,0
1719792360000,146.6370,146.7200,146.4490,146.4490,17861,1719792539999,2618416.3160,2030,4360,639268.8460,0
1719792540000,146.4480,146.4480,145.9170,145.9450,56887,1719792719999,8311840.9600,5382,21596,3155355.0580,0
1719792720000,145.9440,146.2530,145.9440,146.2250,24704,1719792899999,3609709.5810,2448,12172,1778483.8760,0
1719792900000,146.2250,146.3380,146.0250,146.2910,15142,1719793079999,2213553.0380,2101,6493,949278.7470,0
1719793080000,146.2910,146.5750,146.2860,146.4660,21653,1719793259999,3170894.3910,2483,12063,1766677.0750,0
1719793260000,146.4650,146.6320,146.3840,146.6320,15677,1719793439999,2296578.2440,1870,8670,1270209.3300,0
1719793440000,146.6310,146.7620,146.4160,146.7160,21211,1719793619999,3108952.1940,2551,9608,1408390.3110,0
1719793620000,146.7170,146.9800,146.6280,146.9440,32459,1719793799999,4767412.0630,3384,20123,2955976.9750,0
1719793800000,146.9450,147.1180,146.7380,147.1020,20818,1719793979999,3058747.6820,2670,12381,1819350.5710,0
1719793980000,147.1020,147.4760,147.0820,147.0820,38751,1719794159999,5708347.8220,3928,24379,3591294.6970,0
1719794160000,147.0820,147.4110,147.0190,147.3180,23565,1719794339999,3468428.8140,2994,11235,1653517.4430,0
1719794340000,147.3190,148.1990,147.2920,147.9000,72790,1719794519999,10760420.0620,7796,48855,7222150.1590,0
1719794520000,147.9000,147.9140,147.5990,147.7730,38785,1719794699999,5731478.0830,4320,16983,2510015.5670,0
1719794700000,147.7730,147.9980,147.6520,147.6880,21901,1719794879999,3238558.5190,2916,11044,1633197.3000,0
1719794880000,147.6920,147.8210,147.2360,147.3890,34731,1719795059999,5123216.3260,3775,15462,2280761.4440,0
1719795060000,147.3890,147.6610,147.3300,147.5130,11820,1719795239999,1743111.5070,1744,6315,931343.9870,0
1719795240000,147.5130,147.7500,147.4670,147.7340,13519,1719795419999,1995992.6930,1785,5923,874560.9290,0
1719795420000,147.7350,147.9320,147.7130,147.7410,19320,1719795599999,2856066.3670,2248,9343,1381101.4170,0
1719795600000,147.7410,147.8120,147.2990,147.4270,27930,1719795779999,4121095.0860,2739,8308,1225540.1140,0
1719795780000,147.4250,148.0410,147.3770,147.9540,28155,1719795959999,4159513.8760,3307,16692,2466333.3510,0
1719795960000,147.9580,148.8870,147.9490,148.2000,150115,1719796139999,22284022.9220,13252,84535,12548467.9560,0
1719796140000,148.1870,148.7840,148.0280,148.5700,67870,1719796319999,10073901.8350,7622,37601,5581818.1760,0
1719796320000,148.5840,149.1150,148.0590,148.5450,88972,1719796499999,13223565.7280,9271,45901,6824434.5310,0
1719796500000,148.5460,148.6750,148.0000,148.0270,55160,1719796679999,8175960.8590,6153,21874,3242693.8550,0
1719796680000,148.0320,148.5730,147.9620,148.4710,33337,1719796859999,4943167.9410,3644,18371,2724295.5450,0
1719796860000,148.4730,148.6470,148.0460,148.1370,29638,1719797039999,4393372.4680,3551,10224,1515792.7470,0
1719797040000,148.1370,148.3040,147.7380,147.9480,34239,1719797219999,5065271.5160,3842,14556,2153483.5200,0
