open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1738368000000,102379.80,102379.80,102269.00,102269.10,213.975,1738368179999,21890639.35850,7030,68.583,7016691.33700,0
1738368180000,102269.10,102295.70,102222.00,102295.70,95.093,1738368359999,9724227.61640,4060,37.140,3797959.57910,0
1738368360000,102295.60,102420.10,102295.60,102409.70,135.655,1738368539999,13889805.71670,4213,80.839,8276904.05650,0
1738368540000,102409.70,102467.40,102349.10,102448.70,255.980,1738368719999,26218588.88510,5807,143.917,14740539.41500,0
1738368720000,102448.70,102538.70,102399.70,102476.00,405.083,1738368899999,41514978.57480,7441,205.255,21037164.20750,0
1738368900000,102476.00,102520.00,102325.40,102372.60,391.579,1738369079999,40112982.95210,6695,110.091,11280520.96440,0
1738369080000,102372.70,102376.00,102300.00,102322.60,216.164,1738369259999,22119333.10640,3812,54.184,5544405.80700,0
1738369260000,102322.60,102388.00,102322.00,102388.00,103.351,1738369439999,10577547.90510,2828,68.990,7060892.19430,0
1738369440000,102388.00,102388.00,102209.80,102236.40,214.977,1738369619999,21987004.97070,4166,47.595,4866692.29200,0
1738369620000,102236.40,102285.50,102222.70,102222.80,90.081,1738369799999,9209687.90270,2584,41.416,4234316.14770,0
1738369800000,102222.80,102341.70,102160.30,102327.60,203.558,1738369979999,20812528.02720,5322,112.704,11524067.26730,0
1738369980000,102327.10,102390.50,102312.50,102390.50,72.564,1738370159999,7427369.05480,2816,40.589,4154478.76750,0
1738370160000,102390.40,102458.30,102384.70,102458.00,71.382,1738370339999,7310745.24340,2689,50.563,5178629.23070,0
1738370340000,102457.90,102458.00,102388.20,102424.90,111.695,1738370519999,11441639.06740,3241,49.524,5073051.68910,0
1738370520000,102425.00,102431.10,102370.00,102401.80,76.104,1738370699999,7793061.22810,2818,31.703,3246436.97790,0
1738370700000,102401.90,102450.00,102360.40,102439.70,149.100,1738370879999,15271781.05290,3546,63.904,6545158.10230,0
