open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1727740800000,63309.00,63491.10,63290.80,63327.20,1666.161,1727740979999,105624454.53840,18860,987.450,62606224.18210,0
1727740980000,63327.20,63360.50,63260.10,63300.50,744.255,1727741159999,47117007.82370,10260,437.795,27715271.48260,0
1727741160000,63300.60,63383.00,63300.50,63333.00,376.115,1727741339999,23826600.76300,6091,177.492,11243558.25400,0
1727741340000,63333.00,63360.20,63230.80,63234.20,982.532,1727741519999,62180096.82110,11477,288.016,18227667.84620,0
1727741520000,63234.10,63244.40,63140.10,63193.50,1170.655,1727741699999,73970808.66200,12113,545.706,34480298.77640,0
1727741700000,63193.40,63193.50,63070.00,63178.40,1238.190,1727741879999,78153824.91670,11900,408.939,25816120.68390,0
1727741880000,63178.50,63179.70,63050.00,63054.00,451.356,1727742059999,28473256.79300,8337,196.952,12424291.79060,0
1727742060000,63054.10,63090.60,63000.00,63070.80,1276.805,1727742239999,80456681.50140,11839,475.912,29992343.48610,0
1727742240000,63070.70,63356.20,63049.60,63302.90,1292.583,1727742419999,81724107.46340,17706,803.603,50803855.50580,0
1727742420000,63303.00,63345.80,63254.40,63332.70,451.209,1727742599999,28563308.18190,8186,259.069,16401574.80410,0
1727742600000,63332.70,63415.50,63318.10,63334.50,592.024,1727742779999,37508865.95240,9965,263.588,16700805.04410,0
1727742780000,63334.50,63353.10,63231.40,63277.10,282.919,1727742959999,17901868.13680,6976,114.591,7250581.82440,0
1727742960000,63277.10,63354.70,63253.10,63307.80,315.160,1727743139999,19954370.96760,7095,202.672,12833250.04770,0
1727743140000,63307.90,63381.90,63270.40,63353.60,208.382,1727743319999,13197003.63300,5713,127.202,8055807.03750,0
1727743320000,63353.60,63401.00,63324.20,63398.40,188.884,1727743499999,11969938.26170,4313,110.517,7003731.64660,0
1727743500000,63398.40,63464.50,63385.80,63420.90,418.494,1727743679999,26540045.40990,7186,248.389,15752938.57590,0
1727743680000,63420.90,63601.70,63420.80,63581.40,761.689,1727743859999,48388307.96260,10672,586.480,37261305.98180,0
1727743860000,63581.00,63584.90,63474.30,63474.80,483.294,1727744039999,30706998.85620,7219,148.978,9465750.04420,0
1727744040000,63474.80,63574.40,63464.90,63560.80,295.765,1727744219999,18790332.42090,5526,155.762,9895304.59380,0
1727744220000,63560.70,63568.60,63487.60,63513.20,313.628,1727744399999,19922123.30160,4662,84.982,5397903.66600,0
1727744400000,63513.20,63528.00,63452.20,63488.00,274.721,1727744579999,17443384.18910,5392,80.134,5088014.92510,0
1727744580000,63488.10,63611.00,63480.20,63548.10,375.932,1727744759999,23892679.59070,7591,210.930,13406045.09130,0
1727744760000,63548.00,63627.50,63548.00,63575.80,431.223,1727744939999,27424631.38440,6850,230.265,14644955.42840,0
1727744940000,63575.90,63616.70,63540.00,63606.00,186.702,1727745119999,11871832.15920,3978,104.328,6634118.87620,0
1727745120000,63605.90,63616.00,63345.70,63488.40,1821.812,1727745299999,115636507.60500,16694,469.328,29783517.50080,0
1727745300000,63488.30,63566.50,63450.00,63566.50,322.300,1727745479999,20468389.20670,5688,170.215,10810806.97250,0
1727745480000,63566.60,63571.40,63484.20,63492.20,160.940,1727745659999,10222665.16170,3706,74.887,4756518.69400,0
1727745660000,63492.10,63516.30,63460.00,63463.80,217.650,1727745839999,13816470.68360,3628,82.946,5265337.67720,0
1727745840000,63463.70,63485.40,63450.00,63454.00,191.301,1727746019999,12140727.58560,4191,100.444,6374751.68490,0
1727746020000,63454.00,63561.00,63450.00,63559.10,296.778,1727746199999,18840040.55950,4501,129.022,8193524.18610,0
1727746200000,63559.00,63582.10,63520.00,63550.00,196.973,1727746379999,12519054.12360,4971,105.032,6675600.19580,0
1727746380000,63549.90,63555.00,63525.00,63541.10,131.720,1727746559999,8369397.23900,3227,80.636,5123399.93760,0
1727746560000,63541.20,63598.00,63541.10,63568.60,182.999,1727746739999,11634504.32580,3601,128.848,8192031.46520,0
1727746740000,63568.60,63600.00,63548.40,63558.40,138.696,1727746919999,8818671.71100,3186,88.933,5654940.07740,0
1727746920000,63558.50,63597.50,63545.60,63557.20,108.181,1727747099999,6877370.43360,2812,66.743,4243226.60720,0
1727747100000,63557.20,63557.20,63490.30,63490.40,238.730,1727747279999,15162195.35390,3967,96.338,6117929.32950,0
1727747280000,63490.50,63505.70,63450.00,63457.70,394.409,1727747459999,25029438.87020,3225,83.279,5286434.25750,0
1727747460000,63457.70,63457.80,63408.20,63413.00,346.879,1727747639999,22006143.25360,3795,83.147,5274124.99810,0
1727747640000,63413.00,63433.80,63400.00,63400.10,193.774,1727747819999,12287573.97120,3136,91.584,5807654.20200,0
1727747820000,63400.10,63460.00,63400.10,63447.30,172.128,1727747999999,10919482.59850,3396,97.241,6168603.16360,0
1727748000000,63447.20,63447.20,63400.00,63429.70,243.100,1727748179999,15414616.33440,3572,73.427,4655953.25630,0
1727748180000,63429.70,63429.70,63326.20,63338.20,777.586,1727748359999,49284161.23530,6857,121.123,7673511.79330,0
1727748360000,63338.30,63380.20,63264.80,63350.10,351.615,1727748539999,22258639.86860,6865,149.010,9433280.95700,0
1727748540000,63350.20,63350.20,63254.30,63268.40,228.606,1727748719999,14470537.36790,4329,76.059,4815146.70050,0
1727748720000,63268.30,63268.40,63183.20,63214.80,514.295,1727748899999,32513644.35500,7469,265.291,16771327.31180,0
1727748900000,63214.80,63289.40,63150.00,63264.90,638.435,1727749079999,40352216.87860,9043,306.902,19401683.93210,0
1727749080000,63264.90,63285.50,63250.00,63263.70,135.307,1727749259999,8560392.47280,3336,82.997,5250958.01480,0
1727749260000,63263.70,63284.30,63232.00,63284.30,194.105,1727749439999,12277790.69650,3786,108.347,6853206.47470,0
1727749440000,63284.20,63361.50,63284.20,63340.10,227.492,1727749619999,14407986.17060,5406,172.074,10897885.22440,0
1727749620000,63340.00,63365.20,63310.60,63318.10,126.647,1727749799999,8020700.64750,3918,80.208,5079571.43950,0
1727749800000,63318.10,63380.00,63310.00,63380.00,139.890,1727749979999,8862533.43330,3491,103.280,6543366.94320,0
1727749980000,63379.90,63390.00,63355.00,63355.00,105.976,1727750159999,6716007.54550,3222,60.250,3818280.84260,0
1727750160000,63355.00,63384.70,63316.00,63316.10,137.932,1727750339999,8739240.56260,3346,65.855,4172884.88940,0
1727750340000,63316.00,63373.50,63305.60,63373.50,120.689,1727750519999,7643320.28260,2604,72.160,4570215.70160,0
1727750520000,63373.50,63373.50,63330.00,63330.00,93.105,1727750699999,5897939.79390,1791,23.067,1461185.56250,0
1727750700000,63330.10,63330.10,63261.00,63271.70,130.635,1727750879999,8267896.31090,3124,51.271,3244826.38430,0
1727750880000,63271.70,63303.70,63264.00,63295.00,118.052,1727751059999,7471084.17300,2545,78.125,4944325.38340,0
1727751060000,63294.20,63321.60,63272.90,63319.00,101.915,1727751239999,6451031.89660,2774,61.930,3920020.75720,0
1727751240000,63319.00,63438.60,63318.90,63438.60,273.327,1727751419999,17328847.79700,5404,227.197,14404471.90140,0
1727751420000,63438.70,63439.30,63411.00,63427.80,137.223,1727751599999,8703397.03470,2561,68.034,4314953.36460,0
1727751600000,63427.80,63462.40,63410.90,63455.90,248.410,1727751779999,15758351.43850,4338,156.080,9901216.43920,0
1727751780000,63455.80,63476.40,63430.80,63431.00,225.256,1727751959999,14293924.22620,3298,124.470,7898775.85320,0
1727751960000,63431.00,63551.60,63430.90,63548.00,499.914,1727752139999,31748289.37190,6157,382.969,24319542.53730,0
1727752140000,63548.10,63600.00,63542.00,63580.00,280.815,1727752319999,17853224.41320,4707,167.385,10641648.28690,0
